Config: 
 {
  "model_name": "dsc_cifar_10p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 9.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 1.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 4500 samples (9.0% of 50000) 
Valid on 500 samples (1.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
            Linear-6                   [-1, 10]          12,750
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 296,750
Trainable params: 296,750
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.13
Estimated Total Size (MB): 1.14
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.607779 | Acc: 0.2157| MSE: 0.0963 || V Loss: 2.5074| V Acc: 0.2668| V MSE: 0.0914| CS: ({'0': 0.5, '1': 0.65, '2': 0.21, '3': 0.48, '4': 0.31, '5': 0.6, '6': 0.43, '7': 0.47, '8': 0.59, '9': 0.57}, 0.48)
Test | NLL Loss: 8.484008 | Acc: 0.3213 | MSE: 0.12046555365426853| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 85 | Loss: 0.001105 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.1934| V Acc: 0.3352| V MSE: 0.1188| CS: ({'0': 0.92, '1': 0.93, '2': 0.91, '3': 0.92, '4': 0.91, '5': 0.89, '6': 0.85, '7': 0.94, '8': 0.92, '9': 0.94}, 0.91)
Test | NLL Loss: 8.503828 | Acc: 0.3210 | MSE: 0.12046575546264648| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.9, '4': 0.9, '5': 0.95, '6': 0.91, '7': 0.95, '8': 0.94, '9': 0.93}, 0.93)
Train Epoch: 86 | Loss: 0.001010 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.1096| V Acc: 0.3387| V MSE: 0.1183| CS: ({'0': 0.94, '1': 0.93, '2': 0.91, '3': 0.91, '4': 0.9, '5': 0.86, '6': 0.85, '7': 0.94, '8': 0.93, '9': 0.94}, 0.91)
Test | NLL Loss: 8.527920 | Acc: 0.3216 | MSE: 0.12050083010627058| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 87 | Loss: 0.000926 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.1746| V Acc: 0.3391| V MSE: 0.1184| CS: ({'0': 0.92, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.91, '5': 0.87, '6': 0.85, '7': 0.91, '8': 0.92, '9': 0.95}, 0.91)
Test | NLL Loss: 8.558081 | Acc: 0.3218 | MSE: 0.1205643532089532| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.89, '5': 0.95, '6': 0.91, '7': 0.95, '8': 0.95, '9': 0.93}, 0.92)
Train Epoch: 88 | Loss: 0.000881 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.2870| V Acc: 0.3332| V MSE: 0.1188| CS: ({'0': 0.94, '1': 0.92, '2': 0.92, '3': 0.95, '4': 0.91, '5': 0.87, '6': 0.86, '7': 0.91, '8': 0.92, '9': 0.95}, 0.91)
Test | NLL Loss: 8.574467 | Acc: 0.3227 | MSE: 0.12052013682195553| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.95, '9': 0.94}, 0.93)
Train Epoch: 89 | Loss: 0.000794 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.2770| V Acc: 0.3336| V MSE: 0.1185| CS: ({'0': 0.94, '1': 0.93, '2': 0.92, '3': 0.98, '4': 0.92, '5': 0.9, '6': 0.84, '7': 0.88, '8': 0.94, '9': 0.95}, 0.92)
Test | NLL Loss: 8.604494 | Acc: 0.3234 | MSE: 0.12052703436952049| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.94}, 0.93)
Train Epoch: 90 | Loss: 0.000723 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.1747| V Acc: 0.3305| V MSE: 0.1187| CS: ({'0': 0.93, '1': 0.95, '2': 0.93, '3': 0.93, '4': 0.9, '5': 0.87, '6': 0.87, '7': 0.91, '8': 0.94, '9': 0.95}, 0.92)
Test | NLL Loss: 8.634663 | Acc: 0.3237 | MSE: 0.12059353315792144| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.95, '9': 0.93}, 0.93)
Train Epoch: 91 | Loss: 0.000660 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.2690| V Acc: 0.3289| V MSE: 0.1192| CS: ({'0': 0.94, '1': 0.93, '2': 0.88, '3': 0.93, '4': 0.9, '5': 0.88, '6': 0.89, '7': 0.91, '8': 0.93, '9': 0.95}, 0.91)
Test | NLL Loss: 8.644009 | Acc: 0.3234 | MSE: 0.12065415458081248| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.91, '4': 0.89, '5': 0.94, '6': 0.92, '7': 0.95, '8': 0.95, '9': 0.93}, 0.93)
Train Epoch: 92 | Loss: 0.000619 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.2605| V Acc: 0.3312| V MSE: 0.1184| CS: ({'0': 0.94, '1': 0.93, '2': 0.88, '3': 0.92, '4': 0.9, '5': 0.91, '6': 0.9, '7': 0.91, '8': 0.92, '9': 0.95}, 0.92)
Test | NLL Loss: 8.674714 | Acc: 0.3238 | MSE: 0.12075782988589412| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.89, '5': 0.93, '6': 0.92, '7': 0.96, '8': 0.94, '9': 0.93}, 0.93)
Train Epoch: 93 | Loss: 0.000574 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.3483| V Acc: 0.3293| V MSE: 0.1192| CS: ({'0': 0.92, '1': 0.97, '2': 0.92, '3': 0.96, '4': 0.91, '5': 0.91, '6': 0.89, '7': 0.89, '8': 0.92, '9': 0.96}, 0.93)
Test | NLL Loss: 8.699761 | Acc: 0.3254 | MSE: 0.12065036433002058| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.93}, 0.93)
Train Epoch: 94 | Loss: 0.000530 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.3835| V Acc: 0.3312| V MSE: 0.1188| CS: ({'0': 0.94, '1': 0.95, '2': 0.93, '3': 0.96, '4': 0.9, '5': 0.88, '6': 0.9, '7': 0.87, '8': 0.92, '9': 0.96}, 0.92)
Test | NLL Loss: 8.730304 | Acc: 0.3247 | MSE: 0.1207578220306494| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.94}, 0.93)
Train Epoch: 95 | Loss: 0.000492 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.3380| V Acc: 0.3277| V MSE: 0.1187| CS: ({'0': 0.93, '1': 0.97, '2': 0.93, '3': 0.95, '4': 0.91, '5': 0.88, '6': 0.93, '7': 0.9, '8': 0.92, '9': 0.96}, 0.93)
Test | NLL Loss: 8.748874 | Acc: 0.3255 | MSE: 0.12072393878961142| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.9, '4': 0.9, '5': 0.94, '6': 0.92, '7': 0.95, '8': 0.95, '9': 0.94}, 0.93)
Train Epoch: 96 | Loss: 0.000469 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.3712| V Acc: 0.3344| V MSE: 0.1190| CS: ({'0': 0.91, '1': 0.92, '2': 0.87, '3': 0.9, '4': 0.89, '5': 0.92, '6': 0.93, '7': 0.9, '8': 0.92, '9': 0.96}, 0.91)
Test | NLL Loss: 8.775704 | Acc: 0.3248 | MSE: 0.12080885829350438| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.9, '5': 0.94, '6': 0.92, '7': 0.96, '8': 0.94, '9': 0.94}, 0.93)
Train Epoch: 97 | Loss: 0.000425 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.4019| V Acc: 0.3254| V MSE: 0.1195| CS: ({'0': 0.92, '1': 0.94, '2': 0.93, '3': 1.0, '4': 0.91, '5': 0.92, '6': 0.93, '7': 0.87, '8': 0.93, '9': 0.96}, 0.93)
Test | NLL Loss: 8.803712 | Acc: 0.3253 | MSE: 0.12083830760595517| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.91, '5': 0.94, '6': 0.91, '7': 0.95, '8': 0.94, '9': 0.94}, 0.93)
Train Epoch: 98 | Loss: 0.000400 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.4938| V Acc: 0.3223| V MSE: 0.1198| CS: ({'0': 0.93, '1': 0.92, '2': 0.94, '3': 1.0, '4': 0.93, '5': 0.92, '6': 0.94, '7': 0.88, '8': 0.93, '9': 0.96}, 0.94)
Test | NLL Loss: 8.826507 | Acc: 0.3258 | MSE: 0.1208787094623136| CS: ({'0': 0.93, '1': 0.94, '2': 0.92, '3': 0.91, '4': 0.9, '5': 0.94, '6': 0.92, '7': 0.95, '8': 0.94, '9': 0.94}, 0.93)
Train Epoch: 99 | Loss: 0.000371 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.4577| V Acc: 0.3227| V MSE: 0.1195| CS: ({'0': 0.91, '1': 0.94, '2': 0.93, '3': 1.0, '4': 0.94, '5': 0.92, '6': 0.93, '7': 0.91, '8': 0.93, '9': 0.96}, 0.94)
Test | NLL Loss: 8.870788 | Acc: 0.3256 | MSE: 0.12092116384650953| CS: ({'0': 0.93, '1': 0.94, '2': 0.91, '3': 0.91, '4': 0.91, '5': 0.93, '6': 0.92, '7': 0.95, '8': 0.95, '9': 0.94}, 0.93)
Train Epoch: 100 | Loss: 0.000349 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.5827| V Acc: 0.3262| V MSE: 0.1199| CS: ({'0': 0.92, '1': 0.94, '2': 0.93, '3': 1.0, '4': 0.91, '5': 0.92, '6': 0.94, '7': 0.89, '8': 0.92, '9': 0.97}, 0.93)
Test | NLL Loss: 8.892298 | Acc: 0.3255 | MSE: 0.1209337734661925| CS: ({'0': 0.93, '1': 0.95, '2': 0.92, '3': 0.92, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.94}, 0.93)
Test | NLL Loss: 8.887893 | Acc: 0.3259 | MSE: 0.1208654201616304| CS: ({'0': 0.93, '1': 0.95, '2': 0.92, '3': 0.92, '4': 0.9, '5': 0.94, '6': 0.91, '7': 0.96, '8': 0.94, '9': 0.94}, 0.93)
Took 417.88473320007324 seconds
